//编号		ICON	模型1	模型2	模型3	模型4	模型5	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
3664	巨狼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3665	迟钝的雪巨人卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3666	嘉宾宝箱	n1257	10130015	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	1	99	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_JBBOX	0	0	0	0	0	0	双击获得庆典请柬	
3667	轮回里的树	r0021	10130005	0	0	0	0	0	0	26	10	0	0	0	0	1	1	1	1	1	1	300	-1	30	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	镌刻永恒誓言的爱情信物轮回里注定的守候，生生世世尘封不了的往事	
3668	蝶之恋	r0022	10130005	0	0	0	0	0	0	26	10	0	0	0	0	1	1	1	1	1	1	300	-1	30	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	镌刻永恒誓言的爱情信物化蝶双飞，守住岁月	
3669	浪漫烟花	n1838	10100009	01010056	02010063	03010028	04010028	0	0	9	10	0	0	6	0	0	0	0	1	1	0	0	-1	0	-1	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,5000	18000,18000	0	0	0	0	0	0	0	0	0	0	0	840	1	0	0	0	手持的浪漫的小簇烟花装备在装备栏，可使用3分钟	
3670	钢铁蜗牛卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3671	迟钝的雪魔人卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3672	黑匣子	n1257	10130005	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	1	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_BACKBOX	0	0	0	0	0	0	谁说黑匣子一定是黑色的，这叫做作个性	
3673	夏天的魔法盒	n1257	10130005	0	0	0	0	0	00	42	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	来自伟大的夏天魔法师的神秘礼物，轻拿轻放，谨慎打开。	
3674	魔法盒的钥匙	n1917	10130005	0	0	0	0	0	00	42	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	打开夏天魔法盒的唯一钥匙。	
3676	精英骷髅弓箭手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3677	冰龙幼崽卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3678	沙蟹卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3680	黑色泥浆怪卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3681	大型极地熊卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3682	水仙子卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3683	恐怖的雪巨人卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3685	坚硬的岩石怪卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3686	暴怒的巨狼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3687	恐怖的雪魔人卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3688	樱花海盗团水手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3689	精英骷髅武士卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3690	樱花海盗团战斗员卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3691	樱花海盗团突击手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3693	精英狼人战士卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3694	铁僵尸卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3695	巨型针刺曼陀罗卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3696	钢僵尸卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3699	灵巧的土著人卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3701	堕落的不灭武士卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3702	王殿守卫卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3703	北方海盗团水手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3704	北方海盗团战斗员卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3705	骷髅神箭手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3706	北方海盗团突击手卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3708	骷髅武士队长卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3709	诅咒古尸卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3712	野生海草卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3713	漂浮的海草卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3714	腐臭海草卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3715	被诅咒的海草卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3716	纯白水母卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3717	食人水母卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3718	墨箭乌贼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3719	敏捷的雾隐鱼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3720	黑暗的雾隐鱼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
3721	迟钝的乌贼卡片	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	该怪物的特殊卡片，目前尚未开放此功能	
