//编号	技能名称	标识是否是生活技能	职业	左手武器限制	右手武器限制	身体装备限制	贝壳使用检测	技能阶段	技能类型	有益/有害	学习等级	前置技能	技能点消耗	施放者形态	适用地点	释放距离	作用对象	攻击模式	角度	半径	技能区域形状	技能前期处理公式	技能添加地面状态公式	技能sp公式	耐久度消耗公式	冲值消耗公式	技能区域公式	施放阶段公式	效果阶段公式	正效果公式	反效果公式	绑定的可手动移除状态编号	自身参数	自身效果	消耗物品	持续时间	目标参数	溅射参数	目标持续效果	溅射持续效果	变身编号	召唤编号	释放时间	再施放时间	伤害表现	动作播放	动作	keyframe	攻击音效	人物dummy	人物特效	基准值	道具dummy	道具特效	道具特效2	飞行keyfram	人物dummy	道具dummy	飞行特效	飞行速度	受击音效	dummy	人物受击特效	特效时间点	地面受击特效	水面受击特效	ICON	技能播放次数	操作执行命令	说明	效果	消耗	备注																																		
0118	Greater Recover	1	13,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	800	5	2	0	0	4	0	0	SkillSp_Dhfs	0	0	SkillArea_Circle_Dhfs	0	Skill_Dhfs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dhfs	1	1	11	0	-1	-1	0	0	1	159,0	0,0	-1	-1	-1	0	0	-1	-1	133	0	149	0	0	0	0	0	0	0	0
0119	Cursed Fire	1	14,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	116,3	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Zzzh	SkillSp_Zzzh	0	0	SkillArea_Square_Zzzh	0	Skill_Zzzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zzzh	1	1	12	0	94	-1	157	0	1	243,0	0,0	-1	-1	-1	0	0	95	-1	0	-2	185	0	s0119.tga	0	0	Decreases the defense of targets within range	Decreases defense by 12% at Level 1. Decreases by 2% more and duration increases by 15s per skill level	Fix consumption of 20 SP	0
0120	Counterguard	1	14,10	1,-1	1,9	1,-1	-1	2	1	1	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Sdbz	SkillSp_Sdbz	0	0	SkillArea_Square_Sdbz	0	Skill_Sdbz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sdbz	1	1	12	0	-1	-1	0	0	1	150,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
0121	Abyss Mire	1	14,10	1,-1	1,9	1,-1	-1	2	1	0	-1	119,4	1	1	1	600	4	2	0	0	3	0	SkillArea_State_Synz	SkillSp_Synz	0	0	SkillArea_Square_Synz	0	Skill_Synz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Synz	1	1	12	0	96	-1	237	0	1	238,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	239	0	s0121.tga	0	0	Decreases speed of targets within range	Decreases speed by 30% over 20s at Level 1. Decreases by 3% more and duration increases by 2s per skill level	Consumes 55 SP at Level 1. Increases by 5 SP per skill level	0
0122	Healing Spring	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	103,2	1	1	1	600	5	2	0	0	3	0	SkillArea_State_Hfwq	SkillSp_Hfwq	0	0	SkillArea_Square_Hfwq	0	Skill_Hfwq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hfwq	1	1	12	0	82	-1	241	0	1	242,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	165	0	s0122.tga	0	0	Create an area that heals friendly targets continuously	Increases HP recovery rate by 2.2 times over 17s at Level 1. Increases by 20% and duration by 2s per skill level	Consumes 32 SP at Level 1. Increases by 2 SP per skill level	0
0123	Stealth	1	9,10	1,1	1,1	1,-1	-1	2	1	1	-1	65,3	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Ys	0	0	0	0	Skill_Ys_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ys	1	1	12	0	52	-1	121	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.tga	0	0	Become invisible to others	Conceals for 30s and consumes 5.5 SP every 5s at level 1. Reduces SP consumption by 0.5 SP and duration increases by 5s per skill level	Fix consumption of 10 sp	0
0124	Revival	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	98,4	1	1	1	800	6	1	0	0	0	0	0	SkillSp_Fh	0	0	0	Skill_Fh_Begin	Skill_Fh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fh	1	1	12	0	116	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	148	0	0	0	s0124.tga	0	0	Revive dead character	Brings dead target back to life. Requires Revival Clover. Each skill level reduce skill cooldown by 1.5 sec	Fix consumption of 50 SP	0
0125	Totem's Worship	1	8,10	1,-1	1,2	1,27	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0125.tga	0	0	0	0	0	0
0126	Gunpowder Research	1	12,10	1,-1	1,12	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0126.tga	0	0	0	0	0	0
0127	Tiger Roar	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	222,4	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hx	0	0	SkillArea_Circle_Hx	0	Skill_Hx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hx	1	1	12	0	-1	-1	294	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.tga	0	0	Decreases attack and movement speed of targets within range	Decreases additional attack by 3 and movement speed 1% over 15s per skill level	Fix consumption of 20 SP	0
0128	Saliva of Lizard	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1027	1600	-1	2	226	-1	0	0	0	0	0	0	0	0	0
0129	Needle of Stramonium	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Zcmtl	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	0	0	227	0	0	0	0	0	0	0	0
0130	Stone of Treant	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1028	4000	-1	2	0	-1	0	0	0	0	0	0	0	0	0
0131	Panda's Bamboo Shoot	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1029	1300	-1	2	229	-1	0	0	0	0	0	0	0	0	0
0132	Bolt of Terra Elder	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1031	1300	-1	2	230	-1	0	0	0	0	0	0	0	0	0
0133	Bolt of Naiad	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1032	1000	-1	2	231	-1	0	0	0	0	0	0	0	0	0
0134	Oyster	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1030	1300	-1	2	232	-1	0	0	0	0	0	0	0	0	0
0135	Bubble Clam	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1035	1600	-1	2	235	-1	0	0	0	0	0	0	0	0	0
0136	Baby Icy Dragon	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1033	1500	-1	2	233	-1	0	0	0	0	0	0	0	0	0
0137	Icy Dragoon	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	8	0	-1	-1	0	0	-1	0,0	0,0	0	1	-1	1034	1500	-1	2	234	-1	0	0	0	0	0	0	0	0	0
0138	Shadow Quiver	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	900	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	173	-1	0	0	-1	0,0	0,0	0	6	-1	1036	4000	-1	2	131	0	0	0	0	1	0	0	0	0	0
0139	Mist of Snow Lady	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	0	0	0	0	0	0	0
0140	Fireball of Chieftain	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1041	1300	-1	2	0	0	0	0	0	0	0	0	0	0	0
0141	Werewolf Quiver	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1042	4000	-1	2	0	0	0	0	0	0	0	0	0	0	0
0142	Fireball of Giant Slug	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	10	0	-1	-1	0	0	-1	0,0	0,0	0	2	-1	1043	1300	-1	2	0	0	0	0	0	0	0	0	0	0	0
0143	Icecube of King Penguin	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	7	-1	1044	1500	-1	2	0	0	0	0	0	0	0	0	0	0	0
0144	Dart of Ninja Mole	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1045	1500	-1	2	0	0	0	0	0	0	0	0	0	0	0
0145	Heart of Mermaid	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1046	800	-1	2	0	0	0	0	0	0	0	0	0	0	0
0146	Relic Protector	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	264	0	0	0	0	0	0	0	0
0147	Wave of King Tortoise	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	300	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	10	0	-1	-1	263	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	0	0	0	0	0	0	0	0	0	0	0
0148	Bubble of Water Dancer	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	9	-1	1047	1000	-1	2	0	0	0	0	0	0	0	0	0	0	0
0149	Mud of Mudman	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0150	Hand of Stramonium	1	-1,10	1,-1	1,-1	1,-1	-1	0	0	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Melee_End	0	0	0	atk=atk(0)+5	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	98	2	131	0	0	0	0	1	0	0	0	0	0
0151	Guardian Angel	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	2	1	7	0	-1	10	311	0	-1	0,0	0,0	0	-1	-1	1051	600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0152	Soul of Goddess	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	8	0	-1	-1,10	312,313	0	-1	0,0	0,0	0	-1	-1	0	0	-1	-1	314	0	0	0	0	0	0	0	0	0	0
0153	Mist of Snow Queen	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	9	262	0	-1	0,0	0,0	0	-1	-1	0	0	-1	2	235	0	0	0	0	0	0	0	0	0	0
0154	Lump of Mud King	1	-1,10	1,-1	1,-1	1,-1	-1	-1	0	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Gwptjn	1	1	7,8,9	0	-1	-1	0	0	-1	0,0	0,0	0	6	-1	1048	1600	-1	2	0	0	0	0	0	0	0	0	0	0	0
0200	Woodcutting	0	-1,10	1,-1	1,18	1,-1	-1	1	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	SkillSp_Ks	0	0	0	0	Skill_Ks_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Ks	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	cutting.tga	1	0	Equip an Axe to harvest wood	Can only harvest grade 1 trees at Level 1. Grade of tree that can be harvested increases per skill level	Passive	0
0201	Mining	0	-1,10	1,-1	1,19	1,-1	-1	1	0	0	-1	-1	1	1	1	200	19	1	0	0	0	0	0	SkillSp_Wk	0	0	0	0	Skill_Wk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wk	1	1	28	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	digging.tga	1	0	Equip a Pickaxe to mine ore	Can only mine grade 1 ore at Level 1. Grade of ore that can be mined increases per skill level	Passive	0
0202	Sit	0	-1,10	1,-1	1,-1	1,-1	-1	1	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Zx_Use	Skill_Zx_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	32	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0042.tga	0	0	Rests your character to regain HP	Increases HP recovery rate by 3 times	Passive	0
0210	Diligence	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jr_Use	Skill_Jr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0210.tga	0	0	Increases SP recovery rate of character	Recovers 2 points per 3 sec at Level 1. Increases by 1 point per skill level	Passive	0
0211	Current	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	210,2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Sl_Use	Skill_Sl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0211.tga	0	0	Increases sailing speed of ship	Increases by 6% at Level 1. Increases by 1% per skill level	Passive	0
0212	Conch Armor	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	211,1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bkzj_Use	Skill_Bkzj_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0212.tga	0	0	Increases defense of ship	Increases by 8 points. Increases by 3 point per skill level	Passive	0
0213	Tornado	1	4,10;16,10	1,-1	1,-1	1,-1	5,1,29	2	1	0	-1	211,2	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Jf	0	SkillEnergy_Jf	0	0	Skill_Jf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jf	1	1	12	-1	100	-1	272	0	0	0,0	0,0	0	-1	-1	0	0	101	-1	273	0	0	0	s0213.tga	0	0	Equip Wind Coral to twirl target up into the air	Duration of 3.5s at Level 1. Requires Wind Coral to be equipped. Increases duration by 0.5s per skill level	Consumes 27 SP at Level 1. Increases by 2 SP per skill level	0
0214	Lightning Bolt	1	4,10;16,10	1,-1	1,-1	1,-1	7,1,29	2	1	0	-1	210,1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Lj	0	SkillEnergy_Lj	0	0	Skill_Lj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lj	1	1	12	-1	102	2	269	0	0	0,0	0,0	0	-1	-1	0	0	103	-1	270	0	0	0	s0214.tga	0	0	Equip Thunder Coral to strike target with lightning	Damage is determined by skill level and Spirit. Requires Thunder Coral to be equiped	Consumes 27 SP at Level 1. Increases by 2 SP per skill level	0
0215	Entanglement	1	4,10;16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	213,5	1	2	2	800	4	1	0	0	0	0	0	SkillSp_Hzcr	0	0	0	0	Skill_Hzcr_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hzcr	1	1	7	0	104	-1	275	0	0	0,0	0,0	0	-1	-1	0	0	105	-1	276	0	0	0	s0215.tga	0	0	Uses seaweed to bind and damage target	Deals target 5 damage per sec over 6s. Increases damage by 1 point and duration by 2s per skill level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0216	Conch Ray	1	16,10	1,-1	1,-1	1,-1	6,1,29	2	1	0	-1	212,5	1	1	1	600	4	2	0	0	1	0	0	SkillSp_Bkcj	0	SkillEnergy_Bkcj	SkillArea_Line_Bkcj	0	Skill_Bkcj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Bkcj	1	1	13	0	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	0	0	0	s0216.tga	0	0	Uses Strike Coral to damage targets in a straight line	Damage is determined by skill level and Spirit. Requires Strike Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
0217	Tail Wind	1	16,10	1,-1	1,-1	1,-1	5,1,29	2	1	1	-1	213,4	1	2	2	0	2	2	0	0	3	0	0	SkillSp_Sf	0	SkillEnergy_Sf	SkillArea_Circle_Sf	0	Skill_Sf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sf	1	1	12	0	108	-1	285	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	286	0	0	0	s0217.tga	0	0	Uses Wind Coral to summon wind to boost sailing speed of ships in an area	Requires Wind Coral to be equipped	Consumes 23 SP at Level 1. Increases by 3 SP per skill level	0
0218	Whirlpool	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	217,4	1	2	2	1000	5	2	0	0	3	0	SkillArea_State_Xw	SkillSp_Xw	0	0	SkillArea_Circle_Xw	0	Skill_Xw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xw	1	1	12	0	110	-1	278	0	0	247,0	0,0	-1	-1	-1	0	0	111	-1	0	0	279	0	s0218.tga	0	0	Creates a whirlpool to decrease movement speed of hostile ships within range	Effect increases with each level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0219	Fog	1	16,10	1,-1	1,-1	1,-1	8,1,29	2	1	0	-1	217,2	1	2	2	800	4	2	0	0	3	0	SkillArea_State_Mw	SkillSp_Mw	0	SkillEnergy_Mw	SkillArea_Circle_Mw	0	Skill_Mw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mw	1	1	12	0	112	-1	281	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	282	0	0	0	s0219.tga	0	0	Uses Fog Coral to decrease attack of enemies within range	Requires Fog Coral to be equipped	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0220	Lightning Curtain	1	16,10	1,-1	1,-1	1,-1	7,1,29	2	1	0	-1	214,8	1	2	3	600	4	2	0	0	3	0	SkillArea_State_Lm	SkillSp_Lm	0	SkillEnergy_Lm	SkillArea_Circle_Lm	0	Skill_Lm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lm	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.tga	0	0	Uses Thunder Coral to create a thunderstorm that damages targets in range	Effect increases with each level. Requires Thunder Coral to be equipped	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0222	Break Armor	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	62,3	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Pj	0	0	0	0	Skill_Pj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Pj	1	1	15	0	-1	2	304	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	2	305	0	0	0	s0222.tga	0	0	Decreases defense of target	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0
0223	Rousing	1	2,10;12,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	75,4	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Fnq	0	0	0	0	Skill_Fnq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fnq	0	1	12	-1	-1	-1	303	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0223.tga	0	0	Increases attack speed of character	Increases by 11 points over 15s. Increases by 1 point per skill level	Fix consumption of 25 SP	0
0224	Venom Arrow	1	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	90,4	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Dj	0	0	0	0	Skill_Dj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dj	2	1	7	-1	-1	2	298	0	-1	0,0	0,0	0	6	-1	1050	1600	-1	-1	0	0	0	0	s0224.tga	0	0	Shoots a dart which poisons target	Deals 12 damage per sec over 20s at Level 1. Increases damage by 2 per skill level	Fixed consumption of 15 SP	0
0225	Harden	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	97,3	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Shpf	0	0	0	0	Skill_Shpf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Shpf	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0225.tga	0	0	Increases defense of character	Increases defense by 14 points over 180s. Increases by 4 points per skill level.	Consumes 44 SP at Level 1. Increases by 4 SP per skill level	0
0226	Cannon Mastery	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Hpsl_Use	Skill_Hpsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0226.tga	0	0	Increases attack of ship	0	Passive	0
